RCR;ARK;geo;Services proposés;catalogue_url_ligne;nomrue;commune;codepostal;nometabaff;nometablissement;nomtutelle;Type d'établissement;Code type d'établissement;Heures d'ouverture;Fermeture annuelle;notecondaccess;noteaccessetab;Conditions d'accès;Code Conditions d'accès;Télécopie;Site web;Téléphone;Description des collections;Volumétrie
751035102;/06871/00210502;48.8609651, 2.3556253;consultation sur place,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes,ateliers enfants/adultes,PEB international : photocopies;http://www.rachelnet.net/rachelnet/index.htm;71, rue du Temple;Paris;75003;MAHJ;Musée d'art et d'histoire du judaïsme. Bibliothèque;FRANCE (DIRECTION DES MUSEES);Musée;8;Du lundi au vendredi : 14h00 - 18h00. Dimanche : 10h00 - 18h00;Le samedi;;;Tous publics;T;01.42.72.97.47;http://www.mahj.org;01.53.01.86.36;"Située dans le parcours du musée, la médiathèque comprend une bibliothèque, une vidéothèque et une photothèque.
Elle permet au public de compléter la visite et d'approfondir des aspects de l'histoire et de l'art juif: art cultuel, symbolique, iconographie, archéologie, architecture synagogale, cimetières et épigraphie, courants artistiques et artistes juifs du 20e siècle, arts du spectacle et de l'image, littérature et théâtre.";
751165204;/06871/0029768;48.864229, 2.2930033;prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies;;9, place d'Iéna;Paris;75775;;Conseil économique, social et environnemental. Service des ressources documentaires et des visites du Palais;FRANCE (CONSEIL ECONOMIQUE, SOCIAL ET ENVIRONNEMENTAL (CESE));Bibliothèque ou centre de documentation spécialisé;3;Le pôle Archives et Documentation n’a qu’une capacité limitée pour recevoir du public, toutefois la consultation est possible sur place mais uniquement sur rendez-vous. Fermeture administrative entre Noël et le jour de l’An;24 décembre au 2 janvier;membres et personnel du Conseil, chercheurs, étudiants. Bibliothèque : Accès sur autorisation. Archives : Les archives du Conseil Economique Social et Environnemental sont ouvertes à tout lecteur français et étranger muni d’une carte d’identité en cours de validité avec une photographie selon le Code du Patrimoine. La communicabilité est conforme au Code du Patrimoine. L’accès et l’inscription sont gratuits.;;Accès réservé;R;;http://www.lecese.fr;01.44.43.61.14;;
751065301;/06871/0029947;48.8508518, 2.3412952;prêt à domicile,prêt entre bibliothèques,renseignements bibliographiques,élaboration de bibliographies,accès bases de données externes;;15, rue de l'Ecole de Medecine;Paris;75006;;Institut de Médecine du Travail.  Bibliothèque;UNIVERSITE PIERRE ET MARIE CURIE (PARIS). UFR BROUSSAIS-HOTEL-DIEU;Bibliothèque ou centre de documentation spécialisé;3;"'lundi au vendredi : 10 h - 12 h ; 14 h - 17 h'";14 juillet - 1er septembre;Tous publics;;Tous publics;T;;;01.40.51.10.35;;
912722307;/06871/0029027;48.7046099, 2.1323555;prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes,autre service;http://www.inaf.cnrs-gif.fr/fr/biblio3.html;Avenue de la Terrasse;Gif-sur-Yvette;91198;Institut Alfred Fessard;Bibliothèque de l'Institut de neurobiologie Alfred Fessard;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (FRANCE);Autres;12;Du lundi au vendredi : 9h - 18h;Pas de fermeture;Réservé aux enseignants, chercheurs, étudiants de 3eme cycle et post-docs.;;Accès réservé;R;01.69.82.34.47;http://www.inaf.cnrs-gif.fr/plateforme/biblioth/biblio1.html;01.69.82.34.09;L’Unité de Recherche Neurobiologie & Développement du Centre de Recherche du CNRS à Gif-sur-Yvette est une unité de recherche fondamentale dévolue à l’étude de la neurogénèse, de la morphogénèse cérébrale, des fonctions neurales intégrées et du comportement.;
751165303;/06871/0029974;48.868255, 2.287432;prêt entre bibliothèques,réservation de documents;;61, rue Boissiere;Paris;75116;;Association France-URSS.  Bibliothèque documentation;;Bibliothèque associative;5;Mardi Jeudi: 14h-17h30 Mercredi: 10h-12h. 13h30-17h Vendredi 14h-17h ou sur rendez-vous;Aout;;;Tous publics;T;;;01.45.01.59.00 p. 532 ou 509;Collection pluridisciplinaire;
751063001;/06871/0029065;48.8574835, 2.3370785;consultation sur place,prêt à domicile,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes,PEB international : photocopies;http://naude.bibliotheque-mazarine.fr/F/?func=file&file_name=find-b&local_base=bif01;23 quai de Conti;Paris;75006;Bibliothèque de l'Institut de France;Institut de France;;Autres;12;Lundi au Vendredi 12h-18h;15-31 aout;Membres de l'Institut, personnes autorisees;;Accès réservé;R;01.44.41.44.11;http://www.bibliotheque-institutdefrance.fr/;01.44.41.44.10;;"Environ 600 000 titres dont 40 000 livres imprimés anciens (avant 1810) et 188 incunables. 

16 000 usuels sont en libre accès dans la salle de lecture.

Périodiques :  6 500 titres anciens, 848 titres vivants dont 260 sont en libre accès pour le numéro le plus récent.

Manuscrits :  plus de 8 000 cotes pour le fonds général et 553 recueils pour la collection Godefroy.

Collection Lovenjoul :  1 370 manuscrits, 40 000 ouvrages, 900 journaux et revues, objets divers.
  	
Images : environ 40 000 photographies anciennes.
Les dessins, estampes, cartes et plans, ne sont pas comptabilisés.

Objets : 1 293 médailles et objets d'art. Sont également classées avec les objets 2500 feuilles d'estampages d'inscriptions anciennes."
751135302;/06871/00213684;48.828691, 2.3660717;consultation sur place,libre-accès,renseignements bibliographiques,bibliothèque numérique;;117, rue du Château des Rentiers;Paris;75013;"[""Fédération française de Basket"", ""Service Archives et Patrimoine""]";Centre  de Recherche et de Documentation de la Fédération Française de BasketBall (FFBB);FEDERATION FRANCAISE DE BASKETBALL;Bibliothèque ou centre de documentation spécialisé;3;Sur rendez-vous;;;;Tous publics;T;;http://www.ffbb.com/_patrimoine/page_m.php?d=accueil&p=accueil;01.53.94.25.23;Le Centre de recherche et de documentation accueille la bibliothèque du Musée du Basket, complétée par les ouvrages et les imprimés collectés à la Fédération Française de BasketBall. L’ensemble forme une bibliothèque spécialisée centrée sur le basket-ball en France, qui compte un peu plus de deux mille références.;Quatre catégories principales : les périodiques, les ouvrages, les travaux universitaires et enfin les imprimés n’ayant pas donné lieu à publication, principalement issus de la FFBB.
930706201;/06871/00213018;48.9114556, 2.3334383;consultation sur place,prêt à domicile,catalogue en ligne,accueil de classes/groupes,autre service;http://www.mediatheques-plainecommune.fr/;4, avenue Gabriel-Peri;Saint-Ouen;93400;;Médiathèque Persépolis;AGGLOMERATION PLAINE COMMUNE;Bibliothèque médiathèque municipale ou intercommunale;1;"mardi 16h-20h
mercredi 10h-19h
vendredi 16h-20h
samedi 10h-19h";;;;Tous publics;T;;http://www.mediatheques-plainecommune.fr/;01 71 86 63 00.;"Collection encyclopédique de lecture publique : 110 000 documents (livres, CD, DVD, documents multimédias), 120 titres d'abonnements.

Fonds d'histoire locale à consulter sur place.";
751062205;/06871/00211587;48.843827, 2.3326191;consultation sur place,prêt à domicile,reproduction,bibliothèque numérique;;5-7, avenue Vavin;Paris;75006;Université de Paris 2 - Bibliothèque de l'IFP;Université Panthéon-Assas. Institut français de presse * Centre de documentation;UNIVERSITE PANTHEON-ASSAS - PARIS 2 (PARIS);Bibliothèque ou institut universitaire;2;Fermé pour refonte;;aux enseignants-chercheurs et doctorants.;;Accès réservé;R;01.44.41.59.49;http://www.u-paris2.fr/ifp/;01 44 41 59 91;;
940215401;/06871/00213474;48.770612, 2.3555947;consultation sur place,prêt à domicile,reproduction,catalogue en ligne;;12, rue Père Mazurié;Chevilly Larue;94550;;Bibliothèque spiritaine. Congrégation du Saint Esprit;CONGREGATION DU SAINT-ESPRIT;Bibliothèque cultuelle;6;Du lundi au vendredi 9h-11h45 et 14h30-18h;;"La bibliothèque accueille particulièrement des étudiants, enseignants et chercheurs.

La bibliothèque est située dans le même site que les  Archives générales de la Congrégation.";;Tous publics;T;01 46 87 34 42;http://csspchevilly.com/index_12.htm;01 46 87 33 18;"Secteurs importants : Missions, Afrique, Ecriture Sainte, Patristique, Histoire de l'Eglise, Théologie systématique et Théologie pratique.
Collection de philosophie et sciences humaines";100 000 livres et 45 abonnements.
751052233;/06871/00211585;48.8274879, 2.3761096;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes;http://catalogue.bulac.fr;65, rue des Grands Moulins;Paris;75013;Bibliothèque de l'Université de Paris III Sorbonne nouvelle. Centre Censier. Fonds finno-ougrien;Université de la Sorbonne nouvelle. Service commun de la documentation * Fonds finno-ougrien;UNIVERSITE DE LA SORBONNE NOUVELLE (PARIS);Bibliothèque ou institut universitaire;2;Du lundi au samedi de 10h00 à 22h00;Fermée les jours fériés (lundi de Pentecôte compris) ainsi qu'une semaine en décembre et 3 semaines en août;;;Tous publics;T;01.81.69.18.99;http://www.bulac.fr;01.81.69.18.00;;
751165102;/06871/00212402;48.8554026, 2.280879;consultation sur place,catalogue en ligne,bibliothèque numérique;http://bibliotheques-specialisees.paris.fr/;47, rue Raynouard;Paris;75016;;Maison de Balzac.  Bibliothèque;VILLE DE PARIS;Bibliothèque médiathèque municipale ou intercommunale;1;Du lundi au samedi 10h-17h30, sur rendez-vous;Les fermetures du musée sont annoncées sur le site internet;Elèves, étudiants, amateurs, chercheurs et spécialistes du 19ème siècle;"Musée littéraire, la Maison de Balzac a développé dès sa création une importante collection d'imprimés conservée à la bibliothèque. Celle-ci donne aujourd'hui accès à plus de 23.000 monographies et périodiques ainsi qu'à de nombreux dossiers documentaires et fonds d'archives. Ces collections, centrées sur l'oeuvre d'Honoré de Balzac et de Théophile Gautier, concernent aussi leur environnement social, littéraire ou artistique.

Quelques ouvrages de la collection personnelle de Balzac sont exposés dans le cabinet de travail.

La bibliothèque s’adresse à toute personne (amateur, chercheur, étudiant, quel que soit son niveau d’études) intéressée par ces collections. Pour y accéder, le lecteur traverse l'ancien appartement de Balzac situé en rez-de-jardin, puis descend deux étages. Installée à l'arrière de l'édifice, la bibliothèque est contigüe à la rue Berton, charmante enclave du XVIIIe siècle.";Tous publics;T;;http://www.maisondebalzac.paris.fr/fr/bibliotheque;01.55.74.41.80;"Le fonds patrimonial est constitué par
- des éditions originales et successives de l’œuvre de Honoré de Balzac et de Théophile Gautier
- des ouvrages reliés, annotés ou dédicacés par Balzac
- des ouvrages et journaux du 19ème siècle.
- des ouvrages imprimés par Balzac

Le fonds général et documentaire comprend :
- les éditions courantes de Balzac Balzac et de Gautier
- des dossiers thématiques sur la vie et l' œuvre de Balzac et de Gautier
- des dossiers sur les œuvres et les artistes du musée
- des archives d’expositions et accrochages organisés en collaboration avec la Maison de Balzac.

Un fonds est consultable sur rendez-vous: des lettres autographes de Balzac et de ses correspondants, des estampes, photographies et illustrations de la Comédie humaine, du 19e siècle à nos jours.";
751065306;;48.8481246, 2.3295844;consultation sur place,reproduction,prêt entre bibliothèques,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes,PEB international : photocopies;https://ipac.icp.fr/uPortal/;21, rue d'Assas;Paris;75270;IFEB;Institut français d'études byzantines. Bibliothèque Jean de Vernon;INSTITUT CATHOLIQUE DE PARIS;Bibliothèque ou centre de documentation spécialisé;3;"Année universitaire : lundi : 13h-19h ; mardi au jeudi : 9h-19h ; vendredi 9h-18h ; samedi : 9h-13h ; Vacances univ. : lundi 13h-18h ; du mardi au vendredi : 10h-18h ; Mi-juillet - mi-sept. : lundi au vendredi : 13h-18h";Entre Noël et le Jour de l'an;"aux étudiants de Masters et doctorat, aux professeurs, aux chercheurs ; après inscription pour les lecteurs extérieurs à l'établissement";;Accès réservé;R;01.44.39.52.36;https://bibliotheques.icp.fr/les-bibliotheques/ifeb-etudes-byzantines-/;01.44.39.84.94;Histoire de l'Empire byzantin,  institutions de l'Eglise orthodoxe,  patriarcat de Constantinople,  patristique.;"Volumétrie globale : 41 000 notices
Monographies (40000);  Périodiques (900)"
920486201;/06871/0027251;48.8075017, 2.2368693;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,portage de documents à domicile,catalogue en ligne,accueil petite enfance - Heure du conte,ateliers enfants/adultes,accueil de classes/groupes;http://media.mairie-meudon.fr/medias/medias.aspx?INSTANCE=exploitation&PORTAL_ID=general_portal.xml;2, rue de l'Eglise;Meudon;92190;;Médiathèque municipale;VILLE DE MEUDON;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi, jeudi, vendredi 15h-19h
Mercredi 14h-18h
Samedi 10h-13h - 14h-18h
Dimanche 14h-18h (en alternance sur les deux sites, d'octobre à mai)";Lundi;;;Tous publics;T;;http://media.mairie-meudon.fr/medias/medias.aspx?INSTANCE=exploitation&PORTAL_ID=general_portal.xml;01 41 14 00 70;Collection encyclopédique et multimédia de lecture publique;Dans les rayonnages, quelque 125000 documents et 185 abonnements à des revues sont mis à dispositions sur place ou à en emporter.
930016201;/06871/0026775;48.910534, 2.3849656;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,catalogue en ligne;http://www.mediatheques-plainecommune.fr;2, rue Edouard Poisson;Aubervilliers;93300;;Médiathèque Saint-John Perse;AGGLOMERATION PLAINE COMMUNE ( PLAINE COMMUNE RASSEMBLE LES VILLES D'AUBERVILLIERS, EPINAY-SUR-SEINE, L'ILE-SAINT-DENIS, LA COURNEUVE, PIERREFITTE-SUR-SEINE, SAINT-DENIS, STAINS, SAINT OUEN ,VILLETANEUSE);Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi : 15h-20h
Mercredi et samedi : 10h-18h
Jeudi et vendredi : 15h-18h";;;;Tous publics;T;;http://www.mediatheques-plainecommune.fr;01.48.34.11.72;;
940116201;/06871/0026832;48.7700356, 2.4844649;consultation sur place,prêt à domicile,reproduction,catalogue en ligne;http://mediabonneuil.agate-sigb.com/rechercher/recherche1_simple.php?indice=;1, rue de la Commune;Bonneuil-sur-Marne;94380;;Médiathèque-Ludothèque;;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi , vendredi : 14h-19h
mercredi : 10h-19h
samedi : 10h-18h";"horaires d'été : mardi, mercredi : 14h-19h
samedi : 10h-12h30 et 13h30-18h";;;Tous publics;T;01.56.71.52.29;http://mediathequeludotheque.bonneuil94.fr/;01.56.71.52.00;Collection encyclopédique et multimédia de lecture publique;"Les collections Jeunesse :  33 000 livres, bandes dessinées, documents sonores et numériques, magazines, etc.
 
Les collections Adultes :  plus de 50 000 documents, auxquels s'ajoutent le kiosque et l'espace emploi-formation
 
Les collections Image & Son :  DVD, cassettes VHS, cédéroms, CD audio, quelques disques vinyles ainsi que des magazines"
930786202;/06871/0027581;48.9600066, 2.5514849;consultation sur place,prêt à domicile,catalogue en ligne;http://mediatheque.centreculturel-villepinte.fr/;251, boulevard Robert Ballanger;Villepinte;93420;;Médiathèque municipale;;Bibliothèque médiathèque municipale ou intercommunale;1;;;;;Tous publics;T;;http://mediatheque.centreculturel-villepinte.fr/;01.55.85.96.50 (ou 49);62 000 documents dont 44 000 livres, 6 200 CD, 170 partitions, 1000 DVD, 630 cédéroms, tous sont équipés en RFID.;
