etablissement_id_paysage;uo_lib;nom_court;sigle;type_d_etablissement;typologie_d_universites_et_assimiles;secteur_d_etablissement;vague_contractuelle;localisation;url;coordonnees;uai;anciens_codes_uai;siret;siren;rna;identifiant_wikidata;element_wikidata;identifiant_idref;identifiant_eter;identifiant_ror;element_ror;identifiant_pic;identifiant_orgref;identifiant_isni;element_isni;element_fundref;date_creation;texte_de_ref_creation_lib;texte_de_ref_creation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;reg_id_old;reg_nom_old;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;numero_telephone_uai;statut_juridique_court;statut_juridique_long;compte_facebook;compte_twitter;compte_instagram;compte_flickr;compte_pinterest;flux_rss;compte_linkedin;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_youtube;compte_vimeo;compte_dailymotion;compte_github;wikipedia;wikipedia_en;scanr;hal;mooc;article;uo_lib_officiel;uo_lib_en;url_en;url_cn;url_es;url_de;url_it;universites_fusionnees;etablissement_experimental;champ_recherche;inscrits;inscrits_2010;inscrits_2011;inscrits_2012;inscrits_2013;inscrits_2014;inscrits_2015;inscrits_2016;inscrits_2017;inscrits_2018;inscrits_2019;inscrits_2020;inscrits_2021;inscrits_2022
0Mvk5;Collège de France;;;Grand établissement;;public;Vague D;Île-de-France>Paris>Paris 5e;https://www.college-de-france.fr/fr;48.84879,2.34534;0753480A;;19753480300014;197534803;;Q202660;https://www.wikidata.org/entity/Q202660;026370921;FR0195;04ex24z53;https://ror.org/04ex24z53;;295691;0000 0001 2179 2236;http://www.isni.org/0000 0001 2179 2236;;1530;;;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;11 place Marcelin Berthelot;;;75231;Paris CEDEX 05;France;+33144271211;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/College.de.France;https://twitter.com/cdf1530;https://www.instagram.com/collegedefrance/.fr;;;https://www.college-de-france.fr/site/actualites/Evenements_actualites.xml;https://www.linkedin.com/company/coll%C3%A8gedefrance/.fr;;;;;https://www.youtube.com/user/WebmestreCDF.fr;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/197534803;https://hal-college-de-france.archives-ouvertes.fr/;;au;;;https://www.college-de-france.fr/en;;;;;;;Collège de France;;;;;;;;;;;;;;
lfdJH;École nationale supérieure des sciences agronomiques de Bordeaux Aquitaine;Bordeaux Sciences Agro;BSA;École;;public;Vague B;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux>Gradignan;https://www.agro-bordeaux.fr/;44.792718,-0.608576;0330203S;;19330203100011;193302031;;Q3578255;https://www.wikidata.org/entity/Q3578255;026374986;FR0043;00har9915;https://ror.org/00har9915;;;0000 0001 0659 4135;http://www.isni.org/0000 0001 0659 4135;;1963-07-05;Décret n° 63-637 du 28 juin 1963 créant l'École nationale d'ingénieurs des travaux agricoles de Bordeaux;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000869934/;33192;Gradignan;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;1 cours du Général de Gaulle;;CS 40201;33175;Gradignan CEDEX;France;;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/AgroBordeaux/;https://www.agro-bordeaux.fr/;;;;;https://www.linkedin.com/school/bordeaux-sciences-agro/;;;;;https://www.youtube.com/channel/UCqve8viWhfhf1IweAHCuQzg;;;;;;;;;à l';École nationale supérieure des sciences agronomiques de Bordeaux Aquitaine;;https://study.agro-bordeaux.fr/;;;;;;;"École nationale supérieure des sciences agronomiques de Bordeaux Aquitaine;École nationale d'ingénieurs des travaux agricoles de Bordeaux;Bordeaux Sciences Agro;ENITAB;BSA";;;;;;;;;;;;;;
42Fay;École supérieure d'art et de design d'Amiens;Ésad Amiens;;École;;public;Vague E;Hauts-de-France>Amiens>Somme>Amiens;https://www.esad-amiens.fr/;49.90229,2.29326;0801367B;;"20002708400017;21800019801438";"200027084;218000198";;Q3578393;https://www.wikidata.org/entity/Q3578393;052472183;FR0342;;;;;;;;;;;80021;Amiens;UU80601;Amiens;D080;Somme;A20;Amiens;R32;Hauts-de-France;R22;Picardie;;40 rue des Teinturiers;;;80080;Amiens;France;;Sans personnalité juridique - secteur public;Sans personnalité juridique - secteur public;;;;;;;;;;;;;;;;;;;;;à l';Ecole supérieure d'art et de design d'Amiens-Métropole;;;;;;;;;"Ecole supérieure d'art et de design d'Amiens-Métropole;École supérieure d'art et de design d'Amiens;Ésad Amiens";;;;;;;;;;;;;;
0347i;École supérieure d'ingénieurs des travaux de la construction de Metz;ESITC de Metz;ESITC Metz;École;;privé;Vague C;Grand Est>Nancy-Metz>Moselle>Metz;https://www.esitc-metz.com/;49.10042,6.21616;0573389Z;;38901300400012;389013004;;Q3578417;https://www.wikidata.org/entity/Q3578417;;FR0111;00s13q694;https://ror.org/00s13q694;;;;;;1992;;;57463;Metz;UU57701;Metz;D057;Moselle;A12;Nancy-Metz;R44;Grand Est;R41;Lorraine;;6 rue Marconi;;;57070;Metz;France;+33387764450;Association de droit local (Bas-Rhin, Haut-Rhin et Moselle);Association de droit local (Bas-Rhin, Haut-Rhin et Moselle);https://www.facebook.com/esitc.metz.esitc/;;;;;;https://www.linkedin.com/school/esitc-de-metz/;;;;;;https://vimeo.com/user34898157;;;;;;;;à l';;;https://www.esitc-metz.com/english/;;;https://www.esitc-metz.com/deutsch/;;;;"École supérieure d'ingénieurs des travaux de la construction de Metz;ESITC de Metz;ESITC Metz";;;;;;;;;;;;;;
wp55m;IAE Paris - Sorbonne Business School;IAE de Paris;IAE Paris;École;;public;Vague D;Île-de-France>Paris>Paris 5e;https://www.iae-paris.com/fr;48.83839,2.348565;0753364Z;;"19750002800026;19750002800034";197500028;;Q3151899;https://www.wikidata.org/entity/Q3151899;067108490;;01v053v88;https://ror.org/01v053v88;;;;;;1956-01-01;;;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;21 Rue Broca;;;75005;Paris;France;+33144081160;EPA;Établissement public national à caractère administratif;https://www.facebook.com/iaeparis;https://twitter.com/iaeparis;;https://www.flickr.com/photos/iae-paris/;;;https://www.linkedin.com/company/iaeparis;;;;;https://www.youtube.com/user/iaeparis;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/197500028;;;à l';Institut d'administration des entreprises de Paris;Sorbonne Business School;https://www.iae-paris.com/en/home-page;;;;;;;"Institut d'administration des entreprises de Paris;IAE Paris - Sorbonne Business School;IAE de Paris;Sorbonne Business School;IAE Paris";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=wp55m;1099;1109;892;1097;1224;1554;1516;1811;1767.0;1746.0;1709.0;1937.0;2001.0
dxA6r;Institut européen d'administration des affaires;;INSEAD;École;;privé;;Île-de-France>Créteil>Seine-et-Marne>Fontainebleau;;48.4054,2.68529;0771077C;;77570339000010;775703390;W774001399;Q1136829;https://www.wikidata.org/entity/Q1136829;026537036;;00ghzk478;https://ror.org/00ghzk478;;286363;0000 0004 1791 3287;http://www.isni.org/0000 0004 1791 3287;;1957;;;77186;Fontainebleau;UU77405;Fontainebleau;D077;Seine-et-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;Boulevard de Constance;;;77305;Fontainebleau;France;+33160724000;Association loi de 1901;Association loi de 1901;https://www.facebook.com/INSEAD/;https://twitter.com/insead;https://www.instagram.com/insead/;;;;https://www.linkedin.com/company/insead/;;;;;https://www.youtube.com/insead;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/775703390;;;à l';;;https://www.insead.edu/;;;;;;;"Institut européen d'administration des affaires;INSEAD";;;;;;;;;;;;;;
8CElz;Rennes School of Business;Rennes SB;;École;;privé;;Bretagne>Rennes>Ille-et-Vilaine>Rennes;https://www.rennes-sb.fr/;48.127773,-1.69295;0352305R;;37832751400014;378327514;W353011767;Q3578440;https://www.wikidata.org/entity/Q3578440;030983908;;02f08fz18;https://ror.org/02f08fz18;;4290311;0000 0001 2165 7579;http://www.isni.org/0000 0001 2165 7579;;1990;;;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;R53;Bretagne;;2 rue Robert d’Arbrissel;;CS 76522;35065;RENNES CEDEX;France;;Association loi de 1901;Association loi de 1901;https://www.facebook.com/RennesSB/;https://twitter.com/rennessb;https://www.instagram.com/rennes_sb/;;;;https://www.linkedin.com/school/renneschoolofbusiness/;;;;;https://www.youtube.com/c/RennesSchoolofBusiness;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/378327514;https://hal-rennes-sb.archives-ouvertes.fr/;;à;École supérieure de commerce de Rennes;Rennes School of Business;https://www.rennes-sb.com/;https://rennes-sb.cn/;;;;;;"École supérieure de commerce de Rennes;Rennes School of Business;Rennes SB";;;;;;;;;;;;;;
yH19Y;Université du Littoral Côte d'Opale;;ULCO;Université;Université pluridisciplinaire hors santé;public;Vague E;Hauts-de-France>Lille>Nord>Dunkerque;https://www.univ-littoral.fr/;51.039,2.37183;0595964M;;19594403800205;195944038;;Q3551755;https://www.wikidata.org/entity/Q3551755;030969379;FR0127;02gdcg342;https://ror.org/02gdcg342;972682342;13408767;0000 0001 2113 4241;http://www.isni.org/0000 0001 2113 4241;;1991-11-15;Décret no 91-1161 du 7 novembre 1991 portant création et organisation provisoire de l'université du Littoral;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000538668/;59183;Dunkerque;UU59602;Dunkerque;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;1 place de l'Yser;;BP 72033;59375;Dunkerque CEDEX;France;+33328237373;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/ULCO.Univ/;https://twitter.com/ULCO_Univ;https://www.instagram.com/ulco.univ/;;;;;;;;;https://www.youtube.com/channel/UCx0VyxMXqjmKOxln7Hw-FqQ;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/195944038;;;à l';Université du Littoral;University of the Littoral Opal Coast;;;;;;;;"Université du Littoral;Université du Littoral Côte d'Opale;University of the Littoral Opal Coast;ULCO";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=yH19Y;10847;10145;10292;10071;9669;8256;8399;8508;9096.0;9668.0;10254.0;10247.0;9413.0
8k883;Université Sorbonne Nouvelle;Sorbonne Nouvelle;;Université;Université tertiaire - lettres et sciences Humaines;public;Vague D;Île-de-France>Paris>Paris 12e;https://www.sorbonne-nouvelle.fr/;48.844881806752355,2.39701509475708;0751719L;;19751719600014;197517196;;Q571293;https://www.wikidata.org/entity/Q571293;027361837;FR0176;03z6jp965;https://ror.org/03z6jp965;999885119;;0000 0004 1937 060X;http://www.isni.org/0000 0004 1937 060X;;1971-01-01;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;75112;Paris 12e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;8 avenue de Saint-Mandé;;;75012;Paris;France;+33140462884;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/SorbonneNouvelleP3;https://twitter.com/SorbonneParis3;;;;https://www.sorbonne-nouvelle.fr/adminsite/webservices/export_rss.jsp?NOMBRE=10&CODE_RUBRIQUE=&LANGUE=0;https://www.linkedin.com/edu/school?id=12559&trk=edu-cp-title;https://www.franceculture.fr/conferences/universite-sorbonne-nouvelle-paris-3;;;;;;;;;;;https://hal-univ-paris3.archives-ouvertes.fr/;;à l';Université Paris-III;University of Paris 3 - Sorbonne Nouvelle;;;;;;;;"Université Paris-III;Université Sorbonne Nouvelle;Sorbonne Nouvelle;University of Paris 3 - Sorbonne Nouvelle";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=8k883;17178;17516;17188;16882;16624;16196;15937;15469;16123.0;15978.0;15638.0;15404.0;14995.0
gap5Q;Université Toulouse Capitole;UT Capitole;;Université;Université tertiaire - droit et économie;public;Vague A;Occitanie>Toulouse>Haute-Garonne>Toulouse;https://www.ut-capitole.fr/;43.606087,1.438184;0313124C;0311382J;13003061200019;130030612;;Q590201;https://www.wikidata.org/entity/Q590201;;;027ankh97;https://ror.org/027ankh97;;;;;;2022-12-10;Décret n° 2022-1536 du 8 décembre 2022 portant création de l'Université Toulouse Capitole et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000046711400;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;2 Rue du Doyen Gabriel Marty;;;31000;Toulouse cedex 9;France;;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;;;;à l';Université Toulouse Capitole;Toulouse Capitole University;;;;;;;Oui;"Université Toulouse Capitole;UT Capitole;Toulouse Capitole University";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=gap5Q;;;;;;;;;;;;;18964.0
XR16q;Conservatoire national des arts et métiers;;CNAM;Grand établissement;;public;Vague D;Île-de-France>Paris>Paris 3e;https://www.cnam.fr/;48.86675796735145,2.3554462194442753;0753471R;;19753471200017;197534712;;Q524289;https://www.wikidata.org/entity/Q524289;027404978;FR0193;0175hh227;https://ror.org/0175hh227;999645529;434493;0000 0001 2185 090X;http://www.isni.org/0000 0001 2185 090X;;1794;;;75103;Paris 3e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;292 rue Saint-Martin;;;75141;Paris Cedex 03;France;+33140272000;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/LeCnam.formation?rf=110888042265646;https://twitter.com/LeCnam;https://www.instagram.com/lecnam/;;;https://www.cnam.fr/adminsite/webservices/export_rss.jsp?objet=actualite&CODE_RUBRIQUE=ACCUEILFR&TRI_DATE=DATE_DESC&SELECTION=0007&NOMBRE=5&DESCRIPTION=Actualites&format=resume;https://www.linkedin.com/school/conservatoire-national-des-arts-et-m%C3%A9tiers/;;;https://www.scoop.it/u/le-cnam;;https://www.youtube.com/c/ConservatoireNationaldesArtsetM%C3%A9tiersParis;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/197534712;https://hal-cnam.archives-ouvertes.fr/;https://www.fun-mooc.fr/universities/CNAM/;au;Conservatoire national des arts et métiers;;https://www.cnam.eu/site-en/;;;;;;;"Conservatoire national des arts et métiers;CNAM";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=XR16q;;;;;;;;2670;2674.0;2756.0;2852.0;2843.0;2791.0
ZCW24;Conservatoire national supérieur de musique et de danse de Paris;CNSMDP;;École;;public;;Île-de-France>Paris>Paris 19e;https://www.conservatoiredeparis.fr/fr;48.88882,2.39076;0753495S;;19753495100037;197534951;;Q463055;https://www.wikidata.org/entity/Q463055;030464579;FR0201;030h5jp79;https://ror.org/030h5jp79;;;;;;;;;75119;Paris 19e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;209 avenue Jean Jaurès;;;75019;PARIS;France;;Autre établissement public national d'enseignement;Autre établissement public national d'enseignement;https://www.facebook.com/conservatoiredeparis.cnsmdp;;;;;;;;;;;https://www.youtube.com/user/conservatoiredeparis;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/197534951;;;au;;;https://www.conservatoiredeparis.fr/en;;;;;;;"Conservatoire national supérieur de musique et de danse de Paris;CNSMDP";;;;;;;;;;;;;;
